id,name,address,town,zip,phone,email,email_type,website,linkedin,rubric,lat,lng,averageNote,maxNote,nbReviews,linkedinFname,linkedinLname,linkedinHeadline,linkedinCompany,linkedinPhoto,linkedinConnections,linkedinCheck
"5beaed1f0351d130e6560ab7","AZ & DEP Publicité Sérigraphie","6 Rue des Frères Lumière","Noyal-sur-Vilaine","35530","02 99 41 81 04","contact@az-dep.com","pro","http://www.az-dep.com/","-","Imprimerie et travaux graphiques",48.10583877,-1.525370845,"-","-","-","-","-","-","-","-","-","-"
"53c81cdce4b05c124b45331a","Gmt Etiquettes","2 r Henri Guillaumet","Saint Jacques de la Lande","35136","02 99 60 41 42","goetiq@goetiquettes.com","pro","http://www.goetiquettes.com","-","Imprimerie et travaux graphiques",48.074967,-1.719839,"-","-","-","-","-","-","-","-","-","-"
"56aa13619191b069d2382fba","Imprimerie Auclerc","r Val de Rance","Dinan","22100","02 96 39 73 69","imprimerie-auclerc@wanadoo.fr","non-pro","-","-","Imprimerie et travaux graphiques",48.473326,-2.046407,"-","-","-","-","-","-","-","-","-","-"
"50ae04d084ae33b58a189f93","Imprimerie A.A.G.I.R","3 Rue Gutenberg","Nozay","44170","02 40 79 34 00","contact@aagir.fr","pro","http://www.aagir.fr","-","Imprimerie et travaux graphiques",47.564467001,-1.616349865,"-","-","-","-","-","-","-","-","-","-"
"678c80832320306d1acf8897","Lx-3d","7 r Balanciers","Betton","35830","06 66 03 30 13","xavier.langlois@lx-3d.fr","pro","https://lx-3d.fr/","-","Imprimerie et travaux graphiques",48.185524774,-1.63138612,"-","-","-","-","-","-","-","-","-","-"
"512a3f9884aea8d43eb3d1f9","Edifix EIRL","7 A r Charmilles","Cesson Sévigné","35510","06 63 60 51 01","edifix35@gmail.com","non-pro","http://edifix.fr/","-","Imprimerie et travaux graphiques",48.103419,-1.620177,"-","-","-","-","-","-","-","-","-","-"
"50acd7c984aec628abe6c3a4","Artisa Imprim","11 r Albert Durand","Fougères","35300","02 99 94 16 00","contact@artisa-imprim.com","pro","http://www.artisa-imprim.com","-","Imprimerie et travaux graphiques",48.35629015,-1.198040469,"-","-","-","-","-","-","-","-","-","-"
"5391bc2ce4b05da9bc405738","Airiplast","1 Place du Maréchal Juin","Rennes","35000","01 39 30 45 83","commercial@airiplast.fr","pro","https://www.airiplast.fr","-","Imprimerie et travaux graphiques",48.105699922,-1.680056286,"-","-","-","-","-","-","-","-","-","-"
"6465dea8a7c3c96c614e8aae","Access Pub Com","14 La Rue Creuse","Servon sur Vilaine","35530","02 23 07 77 44","contact@accesspubcom.fr","pro","http://www.accesspubcom.fr","-","Imprimerie et travaux graphiques",48.126237,-1.469028,"-","-","-","-","-","-","-","-","-","-"
"4d6c3c6cfc692507902e0ed7","Espace Copy SARL","11 Rue d'Antrain","Rennes","35000","02 99 38 00 11","espacecopy@wanadoo.fr","non-pro","http://www.espacecopy.fr","-","Imprimerie et travaux graphiques",48.115162383,-1.679191683,"-","-","-","-","-","-","-","-","-","-"
"5beae38c0351d130e655f392","Imprimerie Création Ploermelaise ICP","zi Lande du Moulin","Ploërmel","56800","02 97 72 39 42","imprimerieicp56@orange.fr","non-pro","http://www.image-in-icp56.com","-","Imprimerie et travaux graphiques",47.937779,-2.381401,"-","-","-","-","-","-","-","-","-","-"
"50ad360a84ae7287a21cc460","Ar'Color","1 r Longues Pierres","Combourg","35270","06 73 35 40 24","stcyrtimbres@gmail.com","non-pro","-","-","Imprimerie et travaux graphiques",48.414031,-1.737319,"-","-","-","-","-","-","-","-","-","-"
"50ad852e84aee0e51f5753eb","Calligraphy Print","ld Rouyardieres","Châteaubourg","35220","02 99 62 41 10","opouchin@calligraphy-print.com","pro","http://www.calligraphy-print.com","-","Imprimerie et travaux graphiques",48.095774,-1.424572,"-","-","-","-","-","-","-","-","-","-"
"5beb16900351d130e656629b","Pixel Publicité","18 Rue de Cassepot","Quévert","22100","06 64 98 01 58","pixel.pub@orange.fr","non-pro","http://www.pixel-publicite.fr","-","Imprimerie et travaux graphiques",48.447685483,-2.070497533,"-","-","-","-","-","-","-","-","-","-"
"50adb2b884ae2742a004c2ca","Atelier Fanik","La Millière","Pluduno","22130","02 96 84 30 17","imprimerie@atelier-fanik.fr","pro","http://www.atelier-fanik.fr/","-","Imprimerie et travaux graphiques",48.525869,-2.25404,"-","-","-","-","-","-","-","-","-","-"
"5beae1930351d130e655eef7","Interfas SAS","22 av Henri Fréville","Rennes","35200","02 23 36 01 50","y.lepenhuizic@interfas.fr","pro","http://www.interfas.fr","-","Imprimerie et travaux graphiques",48.087646043,-1.675049382,"-","-","-","-","-","-","-","-","-","-"
"5beae80c0351d130e655fe0a","Ada","1 r André et Yvonne Meynier","Rennes","35000","02 99 65 10 16","info@adarennes.com","pro","-","-","Imprimerie et travaux graphiques",48.126975,-1.71082,"-","-","-","-","-","-","-","-","-","-"
"683626f60cc2b3273cb62033","Repromedia 35","42 crs Kennedy","Rennes","35000","02 90 09 55 60","alhaj.ali@9business.fr","pro","-","-","Imprimerie et travaux graphiques",48.121489,-1.71191,"-","-","-","-","-","-","-","-","-","-"
"50ae68de84ae27795074b2f6","JMD Etiq' Express","7 Rue Louis Kérautret-Botmel","Rennes","35000","02 99 50 05 50","info@etiqexpress.com","pro","http://www.etiqexpress.com","-","Imprimerie et travaux graphiques",48.092371408,-1.633656794,"-","-","-","-","-","-","-","-","-","-"
"5f3f5031b89c8d321860bafc","Atelier Colorama","117 bd Verdun","Rennes","35000","07 81 81 35 15","ateliercolorama@gmail.com","non-pro","http://www.ateliercolorama.com/","-","Imprimerie et travaux graphiques",48.122339,-1.685897,"-","-","-","-","-","-","-","-","-","-"
"631ad0f62db7702c378fb7cc","Lartisanais","4 r Lieut-Col Dubois","Rennes","35000","07 62 98 89 52","contact@lartisanais.fr","pro","https://lartisanais.fr/","-","Imprimerie et travaux graphiques",48.10693,-1.732864,"-","-","-","-","-","-","-","-","-","-"
"4f43ff38e4b0d0988903978b","Copies Des Lices SARL","10 pl Bas des Lices","Rennes","35000","02 99 35 18 40","copiesdeslices@gmail.com","non-pro","https://copiesdeslices.wixsite.com/rennes","-","Imprimerie et travaux graphiques",48.112510569,-1.685164317,"-","-","-","-","-","-","-","-","-","-"
"50ad9bb084ae15a06d95bbe6","Sacpo Sas","1 imp Briqueterie","Saint Méen le Grand","35290","02 23 43 19 38","contact@sacpo.fr","pro","http://www.sacpo.fr","-","Imprimerie et travaux graphiques",48.191329,-2.198708,"-","-","-","-","-","-","-","-","-","-"
"64ba45d8dc21b55f6a33e372","Bureau Vallée","2 all Rance","Bain de Bretagne","35470","02 30 22 00 55","bv.bain-de-bretagne@bureau-vallee.fr","pro","https://magasins.bureau-vallee.fr/fr/france-33/ille-et-vilaine-35/bain-de-bretagne-35012/bain-de-bretagne-BV524","-","Imprimerie et travaux graphiques",47.855296504,-1.687529304,"-","-","-","-","-","-","-","-","-","-"
"53d3c9b2e4b0cd961525ed31","Décograph","18 r Charmilles","Cesson Sévigné","35510","02 99 00 14 14","contact@decograph-publicite.fr","pro","http://www.decograph-publicite.fr","-","Imprimerie et travaux graphiques",48.101995641,-1.623151934,"-","-","-","-","-","-","-","-","-","-"
"54af8933e4b0a5972df8a403","Cloître Imprimeurs","6 A r Bignon","Rennes","35000","02 99 84 57 57","-","-","http://www.cloitre-imp.fr","-","Imprimerie et travaux graphiques",48.096134297,-1.637029913,"-","-","-","-","-","-","-","-","-","-"
"53e60769e4b0dc2717227e15","Chemin Jean Michel","5 r Moulin Neuf","La Chapelle des Fougeretz","35520","06 04 42 41 77","jmc@cheminjm.fr","pro","https://cheminjm.fr","-","Imprimerie et travaux graphiques",48.178029,-1.735279,"-","-","-","-","-","-","-","-","-","-"
"5beb47940351d130e656b7d0","Creation Factory","1 r Hallouvry","Chantepie","35135","06 95 84 94 90","web@creation-factory.com","pro","http://www.creation-factory.com/","-","Imprimerie et travaux graphiques",48.088648,-1.616865,"-","-","-","-","-","-","-","-","-","-"
"5ec21b8754c4c063bfe89071","Clap3D","3 r Gilbert","Montgermont","35760","06 61 99 11 27","contact@clap3d.fr","pro","http://www.clap3d.fr","-","Imprimerie et travaux graphiques",48.156967883,-1.717474447,"-","-","-","-","-","-","-","-","-","-"
"666515ae58df532405d1bc78","Cirrus 3D Cesson-Sévigné","13 r Bray","Cesson Sévigné","35510","09 83 76 54 12","cirrus3d@gmail.com","non-pro","https://cirrus3d.com/","-","Imprimerie et travaux graphiques",48.105690409,-1.628456056,"-","-","-","-","-","-","-","-","-","-"
"510ae41f84ae62bd3d448001","Bretonne d'Etiquettes SA","imp Théodore Botrel","Pipriac","35550","02 99 34 37 37","contact@sbe-etiquettes.fr","pro","http://www.sbe-etiquettes.fr","-","Imprimerie et travaux graphiques",47.806436,-1.94859,"-","-","-","-","-","-","-","-","-","-"
"665be0c4a64b324e981d1d23","AG solutions créatives","4 Rue de Lorraine","Chantepie","35135","06 07 57 80 49","contact@solutionscreatives.fr","pro","https://www.solutionscreatives.fr","-","Imprimerie et travaux graphiques",48.08845439,-1.612742574,"-","-","-","-","-","-","-","-","-","-"
"50ad319684ae7287a21ca14c","Agence de l'Arc","r Chauminais","Chantepie","35135","06 81 32 62 32","bruno.lafargue@agencedelarc.fr","pro","-","-","Imprimerie et travaux graphiques",48.085809,-1.619448,"-","-","-","-","-","-","-","-","-","-"
"55f4abbfe4b08cb031cb86d0","Hellegouarch Yvon","105 Bis r Eugène Pottier","Rennes","35000","06 21 08 17 32","-","-","-","-","Imprimerie et travaux graphiques",48.10453,-1.705029,"-","-","-","-","-","-","-","-","-","-"
"4d6c1f71fc69250784210dd7","7 Jours","17 qu St Cast","Rennes","35000","02 99 79 39 09","contact@7jours.fr","pro","https://www.7jours.fr/","-","Imprimerie et travaux graphiques",48.111226232,-1.685983138,"-","-","-","-","-","-","-","-","-","-"
"6401ffd0f903d612a9d4e1a3","HephaPrint","100 all St Hélier","Rennes","35000","06 23 17 39 56","info@hephaprint.fr","pro","http://www.hephaprint.fr/","-","Imprimerie et travaux graphiques",48.10560027,-1.665496843,"-","-","-","-","-","-","-","-","-","-"
"5851d4ea0351d1169d334e38","Labgeek3d","10 all Anjela Duval","Gévezé","35850","07 81 32 89 35","labgeek3d@gmail.com","non-pro","-","-","Imprimerie et travaux graphiques",48.224135,-1.803349,"-","-","-","-","-","-","-","-","-","-"
"5b2f35b10351d157b0c4b2a0","Mail Boxes Etc. - Centre MBE 2824","121 Rue de Nantes","Rennes","35000","01 41 90 12 10","-","-","-","-","Imprimerie et travaux graphiques",48.100299052,-1.685923826,"-","-","-","-","-","-","-","-","-","-"
"6823716489231c499c0afd17","Mail Boxes Etc. - Centre MBE 3306","20 Rue de Bray","Cesson-Sévigné","35510","02 23 30 14 17","-","-","http://www.mbefrance.fr/3306","-","Imprimerie et travaux graphiques",48.105740781,-1.627603404,"-","-","-","-","-","-","-","-","-","-"
"5109ef7484aecdaecd2c1d4f","Imprimerie Auclerc","586 Rue de la Tramontane","Taden","22100","02 96 39 73 69","contact@imprimerieauclerc.com","pro","http://www.imprimerieauclerc.com","-","Imprimerie et travaux graphiques",48.474080883,-2.04631947,"-","-","-","-","-","-","-","-","-","-"
"50ae2d6684ae29b8a1edf96a","M S Distribution","Bel Air","Crevin","35320","02 99 77 20 63","contact@ms-distribution.com","pro","http://www.ms-distribution.com","-","Imprimerie et travaux graphiques",47.929378347,-1.677275128,"-","-","-","-","-","-","-","-","-","-"
"6860b0ac9a8e79227f35e685","Des images et des mots","25 av Joseph Ricordel","Redon","35600","02 99 72 99 03","-","-","-","-","Imprimerie et travaux graphiques",47.669579,-2.077835,"-","-","-","-","-","-","-","-","-","-"
"512c001884ae8e44e40cf887","Octopus Conception Graphique","Les Petites Bretonnières","Ernée","53500","09 75 80 22 80","contact@octopus-ernee.com","pro","http://www.octopus-ernee.com","-","Imprimerie et travaux graphiques",48.320544941,-0.92551024,"-","-","-","-","-","-","-","-","-","-"
"50aef68084ae4ded722d4cb1","Robin Claude","27 Bis r Bretagne","Fougerolles du Plessis","53190","02 43 05 53 42","mathi-graph53@hotmail.fr","non-pro","http://www.mathi-graph.fr","-","Imprimerie et travaux graphiques",48.474886,-0.980045,"-","-","-","-","-","-","-","-","-","-"
"50ad369584ae7287a21cc8df","Imprimerie Reuzé SARL","r Irène Joliot Curie","Martigné Ferchaud","35640","02 99 47 95 42","contact@impreuze.fr","pro","http://www.impreuze.fr","-","Imprimerie et travaux graphiques",47.819538135,-1.317985399,"-","-","-","-","-","-","-","-","-","-"
"50ad65d284aea7b535bdde95","Interco Tackotec","11 D r Charmilles","Cesson Sévigné","35510","02 99 37 87 24","contact@interco.fr","pro","http://www.interco.fr","-","Imprimerie et travaux graphiques",48.102479,-1.621978,"-","-","-","-","-","-","-","-","-","-"
"50adbfeb84ae2742a00525af","Imprimerie Castelbriantaise","24 r 8 Mai 1945","Châteaubriant","44110","02 40 81 09 97","contact@impcastel.fr","pro","http://www.impcastel.fr","-","Imprimerie et travaux graphiques",47.708101,-1.383547,"-","-","-","-","-","-","-","-","-","-"
"5b788de00351d17c73ceddb1","Dvlt - Zebbre","av St Vincent","Saint Grégoire","35760","02 23 40 03 22","contact@zebbre.com","pro","http://zebbre.com","-","Imprimerie et travaux graphiques",48.143708,-1.684134,"-","-","-","-","-","-","-","-","-","-"
"66627b90fee8e1337f658cce","Mon Ruban","14 Place de l'Église","Éréac","22250","09 79 52 03 36","contact@mon-ruban.com","pro","https://mon-ruban.com/","-","Imprimerie et travaux graphiques",48.274315771,-2.347006778,"-","-","-","-","-","-","-","-","-","-"
"6369e8c890fec81b13c4f4fa","Eco Imprim","Becihan","Monteneuf","56380","06 30 54 54 48","eco.imprim1@orange.fr","non-pro","-","-","Imprimerie et travaux graphiques",47.86414,-2.190669,"-","-","-","-","-","-","-","-","-","-"
"5ad9bdf40351d1247cdf9825","Brochage 3000","Zone Artisanale de la Girardière","Ahuillé","53940","02 43 69 12 12","info@brochage3000.fr","pro","https://www.brochage3000.fr/?fbclid=IwAR0rb2yXZsdoIlYfjqDu1XDvvhDO_ug9r8molqOS3hOnqY-IEFBDz2SRm2U","-","Imprimerie et travaux graphiques",48.026364277,-0.871602949,"-","-","-","-","-","-","-","-","-","-"
"4d67e449057f25070ccd79ca","Chat Noir Impressions","1 Rue de la Jaunais de Mivoie","Saint-Jacques-de-la-Lande","35136","02 99 35 56 10","contact@chat-noir.fr","pro","http://www.chat-noir.fr","-","Imprimerie et travaux graphiques",48.068929479,-1.702364561,"-","-","-","-","-","-","-","-","-","-"
"4d6c4445fc69250756770ed7","Scann Image Photogravure","8 r Erbonière","Cesson Sévigné","35510","02 99 26 12 00","contact@sous-bocks-factory.com","pro","-","-","Imprimerie et travaux graphiques",48.10444834,-1.627226671,"-","-","-","-","-","-","-","-","-","-"
"5765c7610351d163a6b21878","Atelier Offsprint","18 r Forêt","Thorigné Fouillard","35235","02 23 24 87 61","offsprint35@gmail.com","non-pro","http://offsprint.fr/?fbclid=IwAR3ularxu8KcTvVLjzz6NUGLCnfo1769cYgTWyyOmjcQUT0QDzSHIgc5XEI","-","Imprimerie et travaux graphiques",48.159509,-1.57954,"-","-","-","-","-","-","-","-","-","-"
"690d6fead0e7cc316584c0b7","Mfi","1 r Jean Boucher","Vitré","35500","02 23 55 14 20","mfi@imprimerie-mfi.fr","pro","https://www.calligraphy-print.com/","-","Imprimerie et travaux graphiques",48.106687073,-1.206523983,"-","-","-","-","-","-","-","-","-","-"
"50ad9a6f84ae15a06d95b278","Rapid Imprimerie","Activite Chaussee","Malansac","56220","02 97 66 25 23","contact@rimimprimerie.com","pro","http://www.rimimprimerie.com","-","Imprimerie et travaux graphiques",47.669486772,-2.303083214,"-","-","-","-","-","-","-","-","-","-"
"6823c32c6068c82f37c0ece8","Imprimerie du Guesclin","18 bd Préval","Quévert","22100","02 96 85 96 92","idg22@orange.fr","non-pro","-","-","Imprimerie et travaux graphiques",48.459115,-2.060048,"-","-","-","-","-","-","-","-","-","-"
"562bc5d29191b0730ae6a723","Docuworld Rennes Tirex","14 r Charmilles","Cesson Sévigné","35510","02 99 59 27 26","contact@rennes.docuworld.fr","pro","http://www.docuworld.fr/Agences/Docuworld-Rennes","-","Imprimerie et travaux graphiques",48.103057,-1.622056,"-","-","-","-","-","-","-","-","-","-"
"50ae0a3984ae753f399e2308","Lefrancq Imprimeur","Zone Industrielle de la Ramée","Candé","49440","02 41 94 70 50","-","-","https://lefrancq-imprimeur.fr/contact/","-","Imprimerie et travaux graphiques",47.566666767,-1.033551643,"-","-","-","-","-","-","-","-","-","-"
"50ad4cc384ae94e00583fc5d","Imprim'Ernée Création","25 r Douanier Rousseau","Ernée","53500","02 43 05 16 42","imprim.pouteau@wanadoo.fr","non-pro","http://www.imprimerneecreation.fr","-","Imprimerie et travaux graphiques",48.299851319,-0.92134097,"-","-","-","-","-","-","-","-","-","-"
"50ad34c684ae7287a21cba77","Fertard Imprimerie SARL","52 r Paul Painlevé","Janzé","35150","02 99 47 06 74","-","-","https://www.imprimerie-fertard.fr","-","Imprimerie et travaux graphiques",47.957559617,-1.490510474,"-","-","-","-","-","-","-","-","-","-"
"510f28e784ae421aaa086ede","Imp.hauts de Vilaine Sarl","1 Boulevard Laënnec","Châteaubourg","35220","02 99 00 97 31","-","-","http://www.hautsdevilaine.com","-","Imprimerie et travaux graphiques",48.10237176,-1.413241312,"-","-","-","-","-","-","-","-","-","-"
"50adaa6284ae158e9923e828","Imprimerie LE GALLIARD","5 mail Bourgchevreuil","Cesson Sévigné","35510","02 99 85 64 45","contact@imprimerie-legalliard.com","pro","http://www.imprimerie-legalliard.com","-","Imprimerie et travaux graphiques",48.117806,-1.606411,"-","-","-","-","-","-","-","-","-","-"
"50ad353784ae7287a21cbe4d","Technic Plus Impression","L'Enseigne de l'Abbaye","Betton","35830","02 99 55 74 55","contact@technicplusimpression.fr","pro","-","-","Imprimerie et travaux graphiques",48.1688216,-1.6438805,"-","-","-","-","-","-","-","-","-","-"
"55984cdfe4b086a7854b1dc0","Média Graphic","23 r Veyettes","Rennes","35000","02 99 86 71 86","imprim@media-graphic.fr","pro","http://www.e-media-graphic.com","-","Imprimerie et travaux graphiques",48.096327784,-1.629809697,"-","-","-","-","-","-","-","-","-","-"
"50ad34f684ae7287a21cbc0c","Micro Lynx Photogravure","4 r Hatterie","Rennes","35000","02 99 53 80 73","marketing@microlynx.fr","pro","http://micro-lynx.fr","-","Imprimerie et travaux graphiques",48.100098,-1.630171,"-","-","-","-","-","-","-","-","-","-"
"50ad360384ae7287a21cc42c","Agis","zi Turbaniere","Brécé","35530","02 99 26 97 92","production@agis.tm.fr","pro","-","-","Imprimerie et travaux graphiques",48.108981,-1.50811,"-","-","-","-","-","-","-","-","-","-"
"5650af309191b03ae4fd31fd","Imprimerie De L Horloge EURL","53 r Chevrins","Lanvallay","22100","02 96 39 12 26","info@imprimeriedelhorloge.fr","pro","http://www.imprimeriedelhorloge.com","-","Imprimerie et travaux graphiques",48.452022437,-2.025439292,"-","-","-","-","-","-","-","-","-","-"
